,y
5797,1
5798,0
5799,1
5800,1
5801,0
5802,1
5803,0
5804,0
5805,1
5806,1
5807,1
5808,0
5809,0
5810,0
5811,0
5812,1
5813,1
5814,0
5815,1
5816,0
5817,0
5818,1
5819,0
5820,1
5821,0
5822,1
5823,1
5824,0
5825,1
5826,1
5827,0
5828,0
5829,0
5830,1
5831,0
5832,0
5833,0
5834,1
5835,0
5836,1
5837,1
5838,0
5839,0
5840,1
5841,0
5842,1
5843,0
5844,0
5845,0
5846,1
5847,1
5848,1
5849,1
5850,0
5851,1
5852,0
5853,0
5854,1
5855,0
5856,0
5857,0
5858,0
5859,0
5860,1
5861,0
5862,0
5863,1
5864,0
5865,0
5866,0
5867,1
5868,0
5869,0
5870,1
5871,1
5872,1
5873,0
5874,1
5875,1
5876,1
5877,0
5878,1
5879,0
5880,1
5881,1
5882,0
5883,1
5884,1
5885,0
5886,1
5887,1
5888,1
5889,1
5890,0
5891,0
5892,1
5893,0
5894,1
5895,0
5896,0
5897,1
5898,1
5899,1
5900,0
5901,0
5902,0
5903,1
5904,1
5905,0
5906,0
5907,1
5908,1
5909,0
5910,1
5911,1
5912,1
5913,0
5914,1
5915,0
5916,1
5917,0
5918,1
5919,1
5920,1
5921,1
5922,0
5923,1
5924,0
5925,1
5926,0
5927,0
5928,1
5929,1
5930,1
5931,0
5932,1
5933,1
5934,0
5935,0
5936,0
5937,1
5938,1
5939,1
5940,1
5941,1
5942,1
5943,1
5944,1
5945,0
5946,0
5947,0
5948,0
5949,1
5950,1
5951,0
5952,1
5953,1
5954,0
5955,1
5956,1
5957,1
5958,1
5959,1
5960,1
5961,1
5962,1
5963,0
5964,1
5965,1
5966,1
5967,1
5968,1
5969,1
5970,1
5971,0
5972,0
5973,1
5974,1
5975,1
5976,0
5977,0
5978,1
5979,1
5980,1
5981,1
5982,1
5983,1
5984,1
5985,0
5986,1
5987,1
5988,0
5989,1
5990,1
5991,1
5992,0
5993,1
5994,1
5995,0
5996,1
5997,1
5998,1
5999,1
6000,0
6001,1
6002,1
6003,1
6004,1
6005,0
6006,1
6007,1
6008,1
6009,1
6010,1
6011,0
6012,1
6013,1
6014,1
6015,0
6016,1
6017,1
6018,1
6019,1
6020,1
6021,1
6022,1
6023,0
6024,1
6025,1
6026,1
6027,1
6028,1
6029,0
6030,1
6031,0
6032,0
6033,0
6034,1
6035,1
6036,1
6037,0
6038,1
6039,0
6040,1
6041,0
6042,1
6043,1
6044,1
6045,1
6046,1
6047,1
6048,1
6049,1
6050,1
6051,1
6052,1
6053,1
6054,1
6055,1
6056,1
6057,0
6058,1
6059,1
6060,1
6061,1
6062,1
6063,1
6064,1
6065,0
6066,0
6067,1
6068,1
6069,1
6070,1
6071,1
6072,1
6073,1
6074,0
6075,0
6076,1
6077,1
6078,0
6079,1
6080,1
6081,1
6082,1
6083,1
6084,0
6085,1
6086,1
6087,1
6088,1
6089,0
6090,0
6091,1
6092,1
6093,1
6094,0
6095,0
6096,1
6097,1
6098,1
6099,0
6100,0
6101,0
6102,0
6103,0
6104,1
6105,1
6106,1
6107,1
6108,1
6109,0
6110,0
6111,0
6112,1
6113,0
6114,0
6115,0
6116,1
6117,1
6118,1
6119,1
6120,1
6121,1
6122,1
6123,1
6124,1
6125,1
6126,1
6127,1
6128,0
6129,1
6130,1
6131,1
6132,0
6133,0
6134,0
6135,1
6136,1
6137,0
6138,0
6139,0
6140,1
6141,0
6142,0
6143,1
6144,1
6145,1
6146,1
6147,0
6148,0
6149,1
6150,1
6151,1
6152,0
6153,1
6154,0
6155,1
6156,1
6157,0
6158,0
6159,0
6160,0
6161,0
6162,1
6163,0
6164,0
6165,0
6166,1
6167,0
6168,0
6169,0
6170,0
6171,1
6172,0
6173,1
6174,0
6175,1
6176,0
6177,0
6178,1
6179,1
6180,0
6181,0
6182,1
6183,1
6184,0
6185,1
6186,1
6187,1
6188,1
6189,0
6190,1
6191,1
6192,1
6193,1
6194,0
6195,0
6196,1
6197,0
6198,1
6199,0
6200,1
6201,0
6202,1
6203,1
6204,0
6205,0
6206,1
6207,1
6208,1
6209,1
6210,1
6211,0
6212,1
6213,1
6214,1
6215,1
6216,1
6217,1
6218,1
6219,1
6220,1
6221,1
6222,0
6223,1
6224,1
6225,1
6226,0
6227,1
6228,0
6229,0
6230,0
6231,1
6232,1
6233,0
6234,0
6235,1
6236,0
6237,0
6238,1
6239,1
6240,0
6241,1
6242,0
6243,1
6244,0
6245,1
6246,1
6247,0
6248,0
6249,1
6250,1
6251,1
6252,1
6253,1
6254,0
6255,1
6256,0
6257,1
6258,1
6259,1
6260,0
6261,0
6262,1
6263,1
6264,1
6265,0
6266,1
6267,0
6268,0
6269,0
6270,0
6271,1
6272,1
6273,0
6274,1
6275,1
6276,0
6277,1
6278,1
6279,1
6280,1
6281,0
6282,1
6283,1
6284,1
6285,0
6286,1
6287,1
6288,1
6289,0
6290,0
6291,1
6292,1
6293,1
6294,1
6295,0
6296,0
6297,0
6298,1
6299,1
6300,1
6301,1
6302,0
6303,0
6304,0
6305,0
6306,0
6307,1
6308,1
6309,1
6310,1
6311,1
6312,1
6313,0
6314,1
6315,1
6316,0
6317,0
6318,0
6319,1
6320,1
6321,0
6322,0
6323,0
6324,1
6325,0
6326,1
6327,1
6328,1
6329,0
6330,1
6331,0
6332,0
6333,1
6334,1
6335,0
6336,0
6337,0
6338,1
6339,0
6340,1
6341,0
6342,1
6343,1
6344,1
6345,1
6346,1
6347,1
6348,1
6349,0
6350,0
6351,1
6352,1
6353,0
6354,0
6355,0
6356,1
6357,0
6358,1
6359,1
6360,1
6361,0
6362,0
6363,1
6364,1
6365,1
6366,0
6367,1
6368,1
6369,1
6370,1
6371,1
6372,1
6373,1
6374,1
6375,1
6376,0
6377,1
6378,0
6379,0
6380,1
6381,0
6382,1
6383,1
6384,0
6385,0
6386,1
6387,1
6388,1
6389,0
6390,1
6391,1
6392,0
6393,1
6394,1
6395,1
6396,1
6397,1
6398,0
6399,0
6400,0
6401,1
6402,0
6403,1
6404,0
6405,0
6406,0
6407,0
6408,1
6409,1
6410,1
6411,1
6412,1
6413,0
6414,1
6415,1
6416,1
6417,1
6418,0
6419,0
6420,1
6421,0
6422,0
6423,0
6424,1
6425,1
6426,1
6427,0
6428,1
6429,1
6430,1
6431,0
6432,1
6433,1
6434,0
6435,1
6436,1
6437,0
6438,1
6439,1
6440,0
6441,1
6442,1
6443,1
6444,1
6445,1
6446,0
6447,1
6448,1
6449,1
6450,1
6451,0
6452,0
6453,1
6454,1
6455,0
6456,0
6457,1
6458,1
6459,1
6460,1
6461,0
6462,1
6463,1
6464,0
6465,1
6466,1
6467,1
6468,1
6469,1
6470,0
6471,0
6472,1
6473,1
6474,0
6475,1
6476,1
6477,1
6478,1
6479,1
6480,0
6481,0
6482,1
6483,1
6484,1
6485,1
6486,1
6487,0
6488,0
6489,1
6490,1
6491,0
6492,1
6493,1
6494,1
6495,1
6496,1
6497,1
6498,1
6499,1
6500,1
6501,0
6502,0
6503,1
6504,0
6505,1
6506,0
6507,0
6508,0
6509,1
6510,1
6511,1
6512,1
6513,1
6514,1
6515,1
6516,1
6517,0
6518,0
6519,1
6520,0
6521,1
6522,1
6523,0
6524,1
6525,1
6526,1
6527,1
6528,0
6529,0
6530,1
6531,1
6532,1
6533,1
6534,0
6535,1
6536,1
6537,1
6538,1
6539,1
6540,0
6541,0
6542,1
6543,0
6544,1
6545,1
6546,1
6547,1
6548,0
6549,0
6550,1
6551,0
6552,0
6553,0
6554,1
6555,0
6556,1
6557,1
6558,0
6559,1
6560,0
6561,1
6562,0
6563,1
6564,1
6565,1
6566,1
6567,0
6568,0
6569,1
6570,0
6571,0
6572,1
6573,1
6574,1
6575,0
6576,0
6577,0
6578,1
6579,1
6580,1
6581,0
6582,1
6583,1
6584,1
6585,1
6586,1
6587,0
6588,0
6589,0
6590,1
6591,1
6592,0
6593,0
6594,1
6595,0
6596,0
6597,1
6598,1
6599,0
6600,1
6601,0
6602,1
6603,0
6604,0
6605,0
6606,0
6607,1
6608,1
6609,0
6610,1
6611,1
6612,1
6613,1
6614,0
6615,1
6616,1
6617,0
6618,0
6619,1
6620,1
6621,1
6622,1
6623,1
6624,1
6625,1
6626,0
6627,0
6628,1
6629,0
6630,1
6631,1
6632,0
6633,1
6634,1
6635,0
6636,0
6637,1
6638,0
6639,0
6640,1
6641,1
6642,1
6643,0
6644,0
6645,0
6646,1
6647,1
6648,0
6649,1
6650,1
6651,1
6652,1
6653,0
6654,1
6655,0
6656,1
6657,1
6658,0
6659,0
6660,1
6661,1
6662,0
6663,1
6664,1
6665,1
6666,0
6667,0
6668,1
6669,1
6670,0
6671,1
6672,1
6673,1
6674,1
6675,0
6676,1
6677,1
6678,1
6679,0
6680,0
6681,1
6682,1
6683,1
6684,0
6685,0
6686,1
6687,0
6688,0
6689,0
6690,1
6691,0
6692,0
6693,1
6694,0
6695,0
6696,0
6697,1
6698,1
6699,1
6700,1
6701,1
6702,0
6703,1
6704,0
6705,0
6706,0
6707,1
6708,1
6709,0
6710,0
6711,1
6712,1
6713,0
6714,0
6715,1
6716,1
6717,1
6718,1
6719,0
6720,1
6721,1
6722,0
6723,1
6724,0
6725,0
6726,1
6727,1
6728,1
6729,1
6730,1
6731,0
6732,0
6733,0
6734,1
6735,1
6736,1
6737,1
6738,1
6739,1
6740,0
6741,1
6742,0
6743,1
6744,0
6745,0
6746,1
6747,0
6748,0
6749,1
6750,1
6751,0
6752,0
6753,1
6754,0
6755,1
6756,0
6757,0
6758,0
6759,0
6760,1
6761,0
6762,1
6763,1
6764,0
6765,1
6766,0
6767,1
6768,1
6769,1
6770,1
6771,1
6772,0
6773,0
6774,0
6775,1
6776,0
6777,0
6778,1
6779,1
6780,1
6781,0
6782,1
6783,1
6784,0
6785,0
6786,1
6787,1
6788,0
6789,0
6790,1
6791,1
6792,0
6793,0
6794,1
6795,1
6796,1
6797,1
6798,0
6799,1
6800,1
6801,1
6802,1
6803,0
6804,1
6805,1
6806,0
6807,0
6808,1
6809,0
6810,0
6811,0
6812,1
6813,1
6814,1
6815,1
6816,1
6817,1
6818,1
6819,1
6820,1
6821,1
6822,0
6823,1
6824,0
6825,1
6826,1
6827,0
6828,1
6829,0
6830,0
6831,1
6832,1
6833,1
6834,0
6835,1
6836,0
6837,0
6838,0
6839,1
6840,1
6841,1
6842,1
6843,1
6844,1
6845,1
6846,1
6847,0
6848,1
6849,1
6850,0
6851,1
6852,1
6853,1
6854,1
6855,1
6856,0
6857,1
6858,0
6859,1
6860,1
6861,1
6862,1
6863,0
6864,1
6865,1
6866,1
6867,0
6868,1
6869,0
6870,0
6871,1
6872,1
6873,1
6874,0
6875,1
6876,1
6877,1
6878,1
6879,0
6880,1
6881,1
6882,0
6883,0
6884,1
6885,0
6886,1
6887,1
6888,1
6889,1
6890,0
6891,0
6892,1
6893,1
6894,0
6895,0
6896,1
6897,0
6898,0
6899,0
6900,1
6901,0
6902,1
6903,0
6904,0
6905,1
6906,0
6907,0
6908,1
6909,1
6910,1
6911,0
6912,1
6913,0
6914,1
6915,1
6916,1
6917,1
6918,1
6919,0
6920,1
6921,1
6922,1
6923,0
6924,1
6925,0
6926,1
6927,0
6928,1
6929,0
6930,1
6931,0
6932,0
6933,1
6934,1
6935,1
6936,0
6937,1
6938,0
6939,1
6940,1
6941,0
6942,1
6943,0
6944,1
6945,1
6946,0
6947,0
6948,0
6949,0
6950,0
6951,1
6952,1
6953,1
6954,1
6955,1
6956,0
6957,1
6958,0
6959,1
6960,1
6961,0
6962,1
6963,1
6964,1
6965,1
6966,0
6967,1
6968,1
6969,1
6970,0
6971,0
6972,1
6973,1
6974,0
6975,0
6976,0
6977,1
6978,0
6979,1
6980,1
6981,0
6982,1
6983,1
6984,1
6985,1
6986,1
6987,1
6988,1
6989,1
6990,1
6991,0
6992,0
6993,1
6994,1
6995,0
6996,0
6997,0
6998,0
6999,1
7000,1
7001,1
7002,0
7003,1
7004,1
7005,0
7006,1
7007,1
7008,1
7009,1
7010,1
7011,1
7012,0
7013,1
7014,1
7015,0
7016,1
7017,0
7018,1
7019,0
7020,1
7021,1
7022,1
7023,1
7024,0
7025,1
7026,1
7027,1
7028,1
7029,1
7030,1
7031,1
7032,0
7033,0
7034,1
7035,0
7036,1
7037,0
7038,1
7039,1
7040,1
7041,0
7042,1
7043,1
7044,1
7045,1
7046,0
7047,1
7048,1
7049,0
7050,0
7051,1
7052,1
7053,1
7054,1
7055,1
7056,1
7057,1
7058,1
7059,0
7060,1
7061,0
7062,0
7063,1
7064,0
7065,1
7066,1
7067,1
7068,1
7069,1
7070,0
7071,1
7072,0
7073,0
7074,1
7075,1
7076,1
7077,1
7078,0
7079,0
7080,0
7081,1
7082,0
7083,1
7084,0
7085,0
7086,1
7087,1
7088,0
7089,1
7090,1
7091,1
7092,1
7093,1
7094,0
7095,1
7096,1
7097,1
7098,1
7099,1
7100,0
7101,0
7102,0
7103,1
7104,1
7105,1
7106,1
7107,1
7108,1
7109,1
7110,1
7111,1
7112,0
7113,0
7114,0
7115,1
7116,1
7117,1
7118,1
7119,1
7120,1
7121,1
7122,1
7123,0
7124,0
7125,1
7126,1
7127,1
7128,1
7129,1
7130,1
7131,0
7132,0
7133,0
7134,0
7135,1
7136,1
7137,0
7138,0
7139,0
7140,0
7141,1
7142,1
7143,0
7144,1
7145,1
7146,0
7147,0
7148,1
7149,1
7150,0
7151,0
7152,1
7153,1
7154,1
7155,0
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,1
7163,0
7164,1
7165,1
7166,1
7167,1
7168,1
7169,1
7170,1
7171,1
7172,1
7173,1
7174,1
7175,1
7176,1
7177,0
7178,1
7179,0
7180,1
7181,1
7182,1
7183,0
7184,1
7185,1
7186,1
7187,0
7188,1
7189,1
7190,1
7191,0
7192,1
7193,0
7194,0
7195,1
7196,1
7197,1
7198,1
7199,1
7200,1
7201,1
7202,1
7203,1
7204,0
7205,1
7206,1
7207,0
7208,0
7209,1
7210,0
7211,0
7212,1
7213,1
7214,1
7215,1
7216,1
7217,1
7218,0
7219,1
7220,1
7221,1
7222,1
7223,0
7224,0
7225,0
7226,0
7227,1
7228,1
7229,1
7230,1
7231,1
7232,0
7233,1
7234,0
7235,1
7236,0
7237,1
7238,1
7239,0
7240,0
7241,1
7242,1
7243,0
7244,1
7245,0
7246,1
7247,1
7248,1
7249,0
7250,1
7251,1
7252,1
7253,1
7254,1
7255,1
7256,0
7257,1
7258,1
7259,0
7260,0
7261,0
7262,1
7263,1
7264,1
7265,0
7266,1
7267,1
7268,1
7269,1
7270,1
7271,0
7272,0
7273,0
7274,0
7275,0
7276,1
7277,1
7278,1
7279,1
7280,1
7281,0
7282,1
7283,1
7284,0
7285,1
7286,0
7287,0
7288,1
7289,0
7290,1
7291,1
7292,1
7293,1
7294,0
7295,1
7296,1
7297,1
7298,0
7299,0
7300,0
7301,0
7302,1
7303,1
7304,1
7305,1
7306,1
7307,1
7308,1
7309,0
7310,0
7311,1
7312,1
7313,1
7314,1
7315,1
7316,1
7317,0
7318,0
7319,1
7320,0
7321,0
7322,1
7323,0
7324,1
7325,0
7326,1
7327,0
7328,1
7329,1
7330,1
7331,0
7332,0
7333,0
7334,1
7335,1
7336,1
7337,1
7338,1
7339,0
7340,1
7341,1
7342,0
7343,0
7344,1
7345,1
7346,1
7347,1
7348,1
7349,1
7350,0
7351,1
7352,0
7353,0
7354,0
7355,0
7356,0
7357,1
7358,0
7359,0
7360,1
7361,1
7362,1
7363,1
7364,1
7365,1
7366,1
7367,1
7368,1
7369,1
7370,0
7371,0
7372,1
7373,1
7374,0
7375,0
7376,0
7377,1
7378,1
7379,1
7380,1
7381,1
7382,1
7383,0
7384,1
7385,1
7386,1
7387,1
7388,1
7389,1
7390,0
7391,1
7392,1
7393,0
7394,0
7395,0
7396,0
7397,0
7398,1
7399,1
7400,0
7401,1
7402,1
7403,1
7404,1
7405,1
7406,1
7407,0
7408,0
7409,0
7410,0
7411,1
7412,0
7413,0
7414,1
7415,0
7416,1
7417,1
7418,0
7419,1
7420,0
7421,0
7422,1
7423,0
7424,0
7425,1
7426,1
7427,0
7428,1
7429,1
7430,1
7431,1
7432,1
7433,1
7434,1
7435,1
7436,1
7437,1
7438,1
7439,1
7440,1
7441,0
7442,1
7443,0
7444,1
7445,1
7446,1
7447,1
7448,0
7449,1
7450,1
7451,1
7452,1
7453,0
7454,1
7455,0
7456,1
7457,1
7458,0
7459,0
7460,1
7461,1
7462,1
7463,1
7464,1
7465,1
7466,0
7467,1
7468,1
7469,1
7470,1
7471,1
7472,1
7473,1
7474,0
7475,1
7476,1
7477,0
7478,1
7479,1
7480,0
7481,1
7482,1
7483,1
7484,1
7485,0
7486,1
7487,1
7488,0
7489,1
7490,1
7491,1
7492,0
7493,0
7494,1
7495,1
7496,0
7497,1
7498,1
7499,1
7500,1
7501,0
7502,1
7503,0
7504,1
7505,1
7506,1
7507,1
7508,1
7509,1
7510,1
7511,1
7512,1
7513,1
7514,0
7515,1
7516,1
7517,1
7518,1
7519,1
7520,1
7521,1
7522,0
7523,1
7524,1
7525,1
7526,0
7527,0
7528,0
7529,1
7530,1
7531,0
7532,1
7533,1
7534,1
7535,1
7536,0
7537,1
7538,1
7539,1
7540,0
7541,1
7542,1
7543,1
7544,1
7545,0
7546,1
7547,0
7548,1
7549,1
7550,0
7551,1
7552,0
7553,1
7554,0
7555,1
7556,1
7557,1
7558,1
7559,0
7560,0
7561,1
7562,1
7563,1
7564,1
7565,1
7566,1
7567,1
7568,0
7569,1
7570,1
7571,0
7572,1
7573,1
7574,0
7575,0
7576,1
7577,1
7578,1
7579,1
7580,1
7581,1
7582,1
7583,0
7584,1
7585,1
7586,1
7587,0
7588,0
7589,1
7590,1
7591,1
7592,0
7593,1
7594,1
7595,0
7596,1
7597,0
7598,1
7599,1
7600,1
7601,1
7602,1
7603,1
7604,1
7605,1
7606,1
7607,0
7608,1
7609,0
7610,0
7611,0
7612,1
7613,1
7614,1
7615,1
7616,1
7617,1
7618,0
7619,1
7620,1
7621,1
7622,1
7623,1
7624,1
7625,1
7626,0
7627,1
7628,1
7629,1
7630,1
7631,1
7632,1
7633,1
7634,1
7635,0
7636,1
7637,1
7638,1
7639,1
7640,1
7641,1
7642,1
7643,1
7644,1
7645,1
7646,1
7647,1
7648,1
7649,0
7650,0
7651,1
7652,1
7653,1
7654,1
7655,0
7656,1
7657,1
7658,1
7659,1
7660,0
7661,1
7662,1
7663,1
7664,1
7665,1
7666,1
7667,0
7668,1
7669,1
7670,1
7671,1
7672,1
7673,1
7674,1
7675,1
7676,1
7677,1
7678,1
7679,1
7680,1
7681,0
7682,1
7683,1
7684,1
7685,1
7686,1
7687,1
7688,0
7689,1
7690,0
7691,0
7692,1
7693,1
7694,0
7695,1
7696,1
7697,1
7698,0
7699,0
7700,0
7701,1
7702,1
7703,1
7704,1
7705,1
7706,1
7707,1
7708,0
7709,1
7710,1
7711,1
7712,1
7713,0
7714,1
7715,1
7716,0
7717,0
7718,1
7719,0
7720,1
7721,1
7722,1
7723,0
7724,1
7725,1
7726,1
7727,0
7728,1
7729,1
7730,0
7731,1
7732,1
7733,0
7734,1
7735,1
7736,1
7737,0
7738,1
7739,1
7740,0
7741,1
7742,1
7743,1
7744,1
7745,1
7746,1
7747,1
7748,1
7749,1
7750,1
7751,1
7752,1
7753,0
7754,1
7755,1
7756,1
7757,1
7758,1
7759,1
7760,0
7761,1
7762,0
7763,0
7764,1
7765,1
7766,1
7767,0
7768,0
7769,1
7770,1
7771,1
7772,0
7773,0
7774,1
7775,1
7776,1
7777,0
7778,0
7779,1
7780,1
7781,0
7782,0
7783,1
7784,0
7785,0
7786,1
7787,1
7788,1
7789,0
7790,1
7791,1
7792,1
7793,0
7794,1
7795,1
7796,1
7797,0
7798,1
7799,1
7800,1
7801,1
7802,0
7803,1
7804,1
7805,1
7806,0
7807,1
7808,0
7809,0
7810,1
7811,0
7812,0
7813,1
7814,1
7815,1
7816,1
7817,1
7818,1
7819,0
7820,1
7821,1
7822,1
7823,1
7824,1
7825,1
7826,1
7827,1
7828,1
7829,0
7830,0
7831,0
7832,1
7833,0
7834,1
7835,1
7836,0
7837,1
7838,1
7839,0
7840,0
7841,1
7842,1
7843,1
7844,1
7845,1
7846,1
7847,0
7848,0
7849,1
7850,0
7851,1
7852,1
7853,1
7854,1
7855,1
7856,1
7857,0
7858,1
7859,1
7860,1
7861,0
7862,1
7863,1
7864,0
7865,1
7866,1
7867,1
7868,1
7869,0
7870,0
7871,1
7872,1
7873,1
7874,1
7875,1
7876,1
7877,0
7878,0
7879,0
7880,0
7881,1
7882,1
7883,1
7884,1
7885,1
7886,1
7887,1
7888,0
7889,1
7890,0
7891,0
7892,1
7893,1
7894,1
7895,0
7896,1
7897,0
7898,1
7899,1
7900,0
7901,1
7902,1
7903,1
7904,1
7905,0
7906,0
7907,0
7908,1
7909,0
7910,0
7911,1
7912,1
7913,0
7914,1
7915,1
7916,0
7917,1
7918,1
7919,0
7920,1
7921,1
7922,1
7923,1
7924,1
7925,1
7926,0
7927,0
7928,0
7929,1
7930,0
7931,0
7932,1
7933,1
7934,1
7935,1
7936,1
7937,1
7938,0
7939,1
7940,1
7941,1
7942,0
7943,1
7944,0
7945,1
7946,1
7947,1
7948,1
7949,0
7950,1
7951,1
7952,1
7953,0
7954,0
7955,0
7956,1
7957,1
7958,0
7959,1
7960,0
7961,1
7962,0
7963,1
7964,0
7965,1
7966,0
7967,0
7968,1
7969,1
7970,1
7971,1
7972,1
7973,1
7974,1
7975,1
7976,1
7977,0
7978,0
7979,1
7980,1
7981,1
7982,1
7983,1
7984,1
7985,0
7986,0
7987,1
7988,1
7989,0
7990,0
7991,1
7992,1
7993,0
7994,1
7995,1
7996,1
7997,0
7998,0
7999,1
8000,0
8001,0
8002,1
8003,0
8004,0
8005,1
8006,1
8007,1
8008,1
8009,0
8010,1
8011,1
8012,0
8013,1
8014,1
8015,0
8016,1
8017,1
8018,0
8019,1
8020,0
8021,0
8022,0
8023,0
8024,1
8025,1
8026,0
8027,1
8028,0
8029,1
8030,1
8031,0
8032,1
8033,0
8034,1
8035,0
8036,0
8037,0
8038,1
8039,1
8040,1
8041,0
8042,1
8043,0
8044,0
8045,1
8046,1
8047,1
8048,1
8049,1
8050,0
8051,1
8052,1
8053,1
8054,1
8055,1
8056,0
8057,1
8058,1
8059,1
8060,1
8061,0
8062,0
8063,0
8064,1
8065,1
8066,1
8067,1
8068,1
8069,0
8070,1
8071,0
8072,1
8073,1
8074,1
8075,1
8076,1
8077,1
8078,0
8079,0
8080,0
8081,0
8082,0
8083,0
8084,1
8085,1
8086,0
8087,0
8088,1
8089,1
8090,1
8091,1
8092,0
8093,0
8094,1
8095,1
8096,1
8097,1
8098,1
8099,1
8100,1
8101,1
8102,1
8103,0
8104,0
8105,1
8106,0
8107,1
8108,0
8109,1
8110,1
8111,1
8112,0
8113,0
8114,0
8115,1
8116,1
8117,0
8118,1
8119,1
8120,0
8121,0
8122,1
8123,0
8124,0
8125,0
8126,0
8127,1
8128,1
8129,0
8130,0
8131,1
8132,0
8133,1
8134,1
8135,1
8136,1
8137,1
8138,0
8139,1
8140,1
8141,1
8142,0
8143,0
8144,1
8145,1
8146,0
8147,1
8148,1
8149,1
8150,1
8151,1
8152,1
8153,1
8154,1
8155,1
8156,0
8157,0
8158,0
8159,0
8160,1
8161,1
8162,1
8163,1
8164,1
8165,1
8166,1
8167,1
8168,0
8169,1
8170,1
8171,1
8172,1
8173,1
8174,0
8175,1
8176,1
8177,1
8178,0
8179,1
8180,1
8181,0
8182,0
8183,1
8184,0
8185,0
8186,1
8187,1
8188,1
8189,0
8190,1
8191,0
8192,0
8193,1
8194,0
8195,1
8196,1
8197,0
8198,0
8199,1
8200,1
8201,1
8202,1
8203,0
8204,1
8205,0
8206,0
8207,1
8208,1
8209,0
8210,0
8211,1
8212,1
8213,1
8214,1
8215,1
8216,1
8217,1
8218,1
8219,1
8220,1
8221,1
8222,1
8223,1
8224,1
8225,1
8226,1
8227,1
8228,1
8229,1
8230,1
8231,0
8232,0
8233,0
8234,0
8235,1
8236,1
8237,1
8238,1
8239,1
8240,1
8241,1
8242,1
8243,1
8244,0
8245,1
8246,0
8247,1
8248,1
8249,1
8250,1
8251,1
8252,1
8253,0
8254,1
8255,1
8256,1
8257,1
8258,1
8259,0
8260,1
8261,0
8262,1
8263,0
8264,1
8265,0
8266,0
8267,1
8268,0
8269,1
8270,1
8271,1
8272,1
8273,0
8274,1
8275,1
8276,1
8277,0
8278,0
8279,1
8280,1
8281,0
8282,0
8283,0
8284,1
8285,1
8286,1
8287,1
8288,0
8289,1
8290,0
8291,1
8292,1
8293,0
8294,1
8295,1
8296,1
8297,1
8298,1
8299,1
8300,1
8301,0
8302,0
8303,0
8304,1
8305,1
8306,1
8307,1
8308,1
8309,1
8310,0
8311,0
8312,1
8313,1
8314,1
8315,1
8316,1
8317,1
8318,0
8319,1
8320,0
8321,1
8322,1
8323,1
8324,1
8325,0
8326,1
8327,1
8328,1
8329,0
8330,1
8331,1
8332,1
8333,0
8334,1
8335,1
8336,0
8337,0
8338,1
8339,1
8340,0
8341,1
8342,1
8343,0
8344,0
8345,1
8346,1
8347,1
8348,1
8349,0
8350,0
8351,1
8352,1
8353,1
8354,1
8355,1
8356,0
8357,1
8358,1
8359,0
8360,1
8361,1
8362,1
8363,1
8364,1
8365,1
8366,1
8367,1
8368,1
8369,1
8370,1
8371,0
8372,1
8373,1
8374,0
8375,1
8376,1
8377,1
8378,1
8379,0
8380,1
8381,1
8382,1
8383,0
8384,1
8385,1
8386,1
8387,1
8388,0
8389,1
8390,1
8391,0
8392,1
8393,0
8394,1
8395,1
8396,1
8397,0
8398,0
8399,0
8400,1
8401,1
8402,0
8403,1
8404,0
8405,1
8406,1
8407,1
8408,1
8409,0
8410,1
8411,1
8412,1
8413,1
8414,1
8415,1
8416,1
8417,1
8418,1
8419,1
8420,1
8421,1
8422,1
8423,1
8424,0
8425,1
8426,0
8427,1
8428,1
8429,1
8430,0
8431,1
8432,1
8433,0
8434,1
8435,1
8436,1
8437,1
8438,0
8439,1
8440,0
8441,0
8442,0
8443,1
8444,0
8445,1
8446,1
8447,1
8448,1
8449,1
8450,0
8451,1
8452,0
8453,1
8454,1
8455,0
8456,0
8457,1
8458,0
8459,1
8460,0
8461,1
8462,1
8463,0
8464,1
8465,0
8466,1
8467,1
8468,1
8469,0
8470,1
8471,1
8472,1
8473,1
8474,1
8475,1
8476,1
8477,1
8478,1
8479,1
8480,1
8481,0
8482,1
8483,1
8484,0
8485,1
8486,1
8487,1
8488,1
8489,1
8490,1
8491,0
8492,0
8493,1
8494,1
8495,1
8496,0
8497,1
8498,0
8499,0
8500,0
8501,0
8502,1
8503,1
8504,1
8505,0
8506,1
8507,1
8508,0
8509,0
8510,0
8511,0
8512,0
8513,1
8514,1
8515,1
8516,1
8517,0
8518,1
8519,1
8520,0
8521,1
8522,1
8523,1
8524,1
8525,1
8526,0
8527,1
8528,1
8529,1
8530,1
8531,1
8532,1
8533,1
8534,0
8535,1
8536,1
8537,0
8538,0
8539,0
8540,1
8541,1
8542,1
8543,0
8544,0
8545,1
8546,1
8547,1
8548,1
8549,1
8550,1
8551,1
8552,0
8553,1
8554,1
8555,1
8556,1
8557,1
8558,1
8559,0
8560,0
8561,1
8562,1
8563,1
8564,1
8565,0
8566,1
8567,1
8568,0
8569,0
8570,0
8571,1
8572,1
8573,1
8574,1
8575,1
8576,1
8577,1
8578,1
8579,1
8580,1
8581,1
8582,0
8583,1
8584,1
8585,0
8586,1
8587,1
8588,1
8589,1
8590,1
8591,1
8592,1
8593,1
8594,1
8595,1
